Gender,East/West/Out,VSAT,MSAT,WSAT,Athletics,Housing,FGEN,HSRank,HSGPA,Stem,ERG,GotSchol,Retained,1st_yr_GPA
F,east,680,630,770,0,0,0,,3.8,0,NA,0,Y,4
F,west,490,500,490,0,1,0,82,4.3,0,4,0,Y,3.53
M,east,440,500,390,0,1,0,44,3.1,0,3,1,Y,3.42
M,west,530,530,640,0,1,0,86,3.6,0,6,1,Y,3.97
F,east,660,660,600,0,1,0,82,4,1,3,1,Y,4
F,east,510,470,490,0,1,0,,3.21,0,6,0,Y,3.41
M,west,460,530,510,0,1,0,,2.6,0,1,0,N,2.99
F,east,500,570,630,0,1,1,,3.1,0,2,0,Y,3.3
F,west,640,560,570,0,1,0,76,3.4,0,4,1,N,3.75
M,west,560,650,630,0,1,0,81,3.6,0,8,1,N,0
M,east,530,530,430,1,1,0,19,2.5,0,4,0,N,1.33
M,west,550,510,580,0,1,0,,3,0,2,0,N,3.53
M,east,440,490,550,0,1,0,,3.23,0,2,0,Y,2.81
M,east,590,590,550,1,1,0,77,3.66,0,5,1,Y,3.51
F,west,470,510,480,0,1,0,,2.9,0,2,0,Y,3.64
F,east,,,,1,1,0,,3.1,0,NA,0,Y,2.74
F,east,450,490,480,1,1,0,61,3.3,0,3,1,Y,3.01
M,west,430,540,460,0,1,0,,3.06,0,4,1,Y,3.56
F,Out,590,520,550,0,1,0,,4.3,0,NA,1,Y,3.97
F,west,500,550,480,1,1,0,79,3.1,0,6,1,Y,3.54
M,west,420,460,510,0,1,1,50,3.3,0,4,0,Y,3.21
F,east,520,550,540,0,1,1,61,3.3,0,4,0,N,2.92
F,west,540,590,590,0,1,0,,3.5,0,2,1,Y,3.85
M,west,490,580,510,0,1,0,,3.1,1,1,0,Y,3.5
F,east,530,510,580,0,1,0,89,3.5,0,6,0,N,3.57
F,east,640,700,620,0,1,0,,4,0,2,1,Y,3.77
F,east,550,500,510,0,1,0,73,3.4,0,5,1,Y,3.68
F,east,490,460,510,0,1,0,80,3.7,0,4,0,N,3.79
F,west,530,470,540,0,1,0,,2.7,0,2,0,Y,2.89
F,west,360,370,420,0,1,0,26,2.3,0,4,0,Y,2.94
M,Out,450,530,470,1,1,0,,2.9,0,NA,0,N,0
F,east,520,490,560,0,1,0,94,4,0,8,1,Y,3.41
F,west,,,,0,1,0,,3.3,0,2,1,Y,3.7
F,west,490,450,470,0,1,0,73,3.15,0,6,0,Y,3.43
F,west,,,,0,1,0,,4,1,2,1,Y,4
F,east,450,420,590,0,1,0,62,2.45,0,NA,1,Y,2.48
M,west,460,570,570,0,1,0,,2.8,0,1,0,Y,2.14
M,east,730,670,620,1,1,0,68,3.3,0,3,1,Y,3.47
F,east,450,550,580,0,0,0,,4,0,3,0,Y,4
F,east,530,520,540,0,1,0,72,3.4,0,5,0,Y,3.59
F,Out,560,480,530,1,1,0,,3,0,NA,0,Y,2.24
M,Out,440,530,510,1,1,0,30,2.9,0,NA,0,Y,2.03
F,NA,520,510,590,0,1,1,,3.7,0,3,1,Y,3.91
F,east,640,570,640,0,1,0,88,4,0,4,1,Y,3.7
M,west,600,560,670,0,1,0,50,3,0,6,0,Y,2.73
F,west,500,500,530,0,1,0,,2.9,0,2,0,N,2.1
F,Out,,,,1,1,0,90,3.6,0,NA,1,Y,3.47
M,west,530,530,590,0,1,0,37,3,0,4,0,Y,2.94
M,west,500,550,550,0,1,0,,3.18,0,9,1,Y,2
F,west,550,600,590,1,1,1,78,3.5,0,6,1,Y,3.03
F,west,560,500,600,0,1,0,87,4,0,4,0,Y,4
M,east,480,600,540,0,0,0,49,3,0,4,0,N,0
F,east,540,520,530,0,1,0,,3.04,0,2,0,Y,3.25
M,NA,420,490,450,0,1,0,,3,1,1,0,Y,2.69
M,west,570,630,600,0,1,0,,2.8,0,2,0,Y,2.98
M,west,460,510,560,0,1,0,32,3,0,4,1,N,0
F,Out,410,410,490,0,1,1,74,3.1,0,NA,0,Y,3.1
F,west,430,490,470,1,1,1,51,3,1,3,0,Y,2.06
M,west,470,480,440,0,1,0,,2.5,0,2,0,Y,2.07
F,Out,470,560,520,0,1,0,84,3.4,1,NA,1,N,3.32
F,east,510,500,580,0,1,1,71,3.3,0,6,1,Y,2.87
M,west,470,460,470,0,1,0,56,3.1,1,4,0,N,2.85
F,east,540,400,540,0,0,0,56,3,0,3,1,Y,2.72
F,west,450,420,480,0,0,0,,3.08,0,3,0,Y,3.43
F,east,480,440,580,0,1,1,60,2.9,1,6,0,Y,3.2
F,Out,460,370,510,0,1,1,61,2.9,0,NA,0,Y,3.17
M,Out,550,470,400,0,1,0,55,3.3,0,NA,0,N,3.09
F,east,660,640,570,0,1,0,84,3.8,0,4,1,Y,3.37
F,east,590,610,650,0,1,0,90,4,0,3,1,Y,4
F,west,460,470,510,0,1,0,61,3.2,0,6,0,N,3.15
M,east,540,530,550,0,1,0,39,2.8,0,3,0,Y,2.97
M,west,550,570,480,1,1,0,31,2.2,0,4,0,Y,2.05
F,west,530,530,530,0,1,0,,3.3,0,4,0,Y,3.6
F,east,480,570,460,0,0,1,82,3.7,0,3,1,Y,3.8
M,west,590,520,500,0,1,0,20,2.3,1,3,0,Y,2.69
F,Out,,,,0,1,0,,2.7,0,NA,1,N,3.24
F,Out,390,400,410,1,1,0,,2.8,0,NA,0,N,2.66
F,east,500,560,530,0,1,0,79,3.3,0,3,0,N,3.71
F,west,430,470,490,0,1,0,71,3.2,0,4,0,Y,3.97
F,west,560,550,570,1,1,1,77,3.34,0,3,1,Y,3.79
F,west,550,510,550,0,1,0,75,4,1,3,0,N,0
F,east,460,500,450,0,1,0,54,3,0,4,0,Y,3.61
M,west,600,530,590,0,1,0,74,3,0,6,0,N,0
M,east,470,540,440,0,1,0,,3.6,0,6,1,Y,3.41
M,west,530,700,550,1,1,0,,4,1,2,1,Y,3.74
M,east,500,540,520,0,1,0,69,4,0,3,1,Y,3.39
F,east,490,530,590,1,1,0,84,3.77,0,5,0,Y,3.97
F,east,560,600,560,0,0,0,92,3.8,1,3,0,Y,3.97
M,west,490,520,540,0,1,0,54,3,0,8,0,Y,3.03
F,west,450,470,490,0,1,1,,2.5,0,1,0,Y,2.53
M,west,390,350,370,0,1,1,17,2.3,1,4,0,Y,2.8
M,west,540,500,490,0,1,0,34,2.7,0,4,0,N,3.2
M,west,560,450,390,0,1,0,,2.5,0,2,0,N,2.04
M,east,430,470,370,1,1,1,67,3,0,6,1,N,3.65
F,east,400,510,410,0,0,1,38,3.1,0,4,1,N,0
F,east,590,500,550,0,1,0,75,3.3,1,3,0,Y,3.68
F,east,570,480,570,0,1,1,50,3.1,0,3,0,Y,3.9
F,east,400,430,460,0,1,0,,2.8,0,2,0,Y,3.09
F,east,480,490,460,0,1,1,87,3.7,0,8,0,Y,3.77
M,west,560,560,600,0,1,1,61,3.4,1,6,0,Y,3.34
F,west,480,530,530,0,1,0,65,3.3,0,3,0,Y,3.2
F,west,610,520,570,0,1,0,69,3.1,0,8,0,N,3.73
M,west,650,500,590,0,1,0,83,3.3,0,9,1,Y,3.37
F,east,510,490,520,1,1,0,78,3.1,0,6,1,Y,3.34
M,Out,610,550,660,0,1,0,,2.94,0,NA,1,Y,3.03
M,west,530,650,470,0,1,0,,3,0,2,0,N,3.25
M,Out,490,520,640,1,1,0,,2.7,0,NA,0,Y,2.38
F,east,520,620,590,0,1,0,62,3.4,0,7,0,Y,3.36
M,west,520,560,500,0,1,0,32,2.24,0,3,0,Y,3.07
M,west,570,550,490,0,1,1,,3.16,1,3,0,Y,3.12
F,west,440,560,540,0,1,0,,3.2,0,2,0,Y,3.46
F,west,580,590,660,0,1,0,55,3.3,0,2,0,Y,3.28
M,east,430,410,490,1,1,0,,2.96,0,6,0,Y,0
F,west,430,460,450,0,1,1,,3.37,0,4,1,Y,3.35
M,east,550,580,470,0,0,0,,2.8,1,2,1,N,0
M,west,370,350,450,0,1,1,56,2.8,0,8,0,Y,2.78
M,east,500,500,560,0,1,0,35,2.5,1,5,1,Y,2.75
F,east,360,410,450,0,1,0,59,3.2,0,4,0,Y,2.82
F,west,440,410,550,0,0,1,61,2.78,0,6,1,Y,3.61
F,west,580,490,500,0,1,1,,3.5,0,2,1,Y,3.86
F,east,640,630,680,0,0,1,86,4.2,0,3,1,Y,3.91
M,east,600,480,570,0,1,0,54,3,0,4,0,Y,2.97
F,east,540,500,490,0,1,1,95,3.7,0,7,1,N,3.95
F,east,540,500,530,1,1,0,91,3.3,0,6,1,Y,3.7
F,east,490,570,560,0,0,0,77,4.2,0,3,0,N,3.85
M,Out,430,470,490,1,1,0,,2.7,0,NA,1,Y,1.82
F,east,440,420,530,0,1,0,58,3,0,3,1,Y,3.57
F,west,620,530,630,0,1,0,64,2.98,0,3,0,Y,3.32
F,east,490,520,580,0,1,0,66,3.3,1,4,0,Y,3.44
M,west,530,520,550,0,1,0,,2.8,0,2,0,Y,2.59
F,east,570,650,620,0,1,0,,3.38,0,3,1,Y,3.85
M,west,500,480,500,0,1,0,63,3.43,0,3,0,Y,3.4
M,west,590,610,570,0,1,0,,2.9,0,2,0,Y,2.4
F,west,550,530,580,0,1,1,,3.1,1,4,0,Y,3.38
F,west,470,590,600,0,1,0,57,3.1,0,8,0,Y,2.96
F,west,430,430,400,0,1,0,,3.05,0,4,0,N,3.16
M,west,520,520,470,0,1,0,32,2.24,0,3,0,Y,1.36
F,west,550,570,770,0,1,1,66,3.25,0,4,0,Y,3.78
F,west,580,480,640,0,1,0,81,3.3,0,6,0,Y,3.89
M,west,550,550,520,0,1,1,68,3.7,1,4,0,Y,3.65
F,east,690,630,580,0,1,0,82,3.7,0,4,1,Y,2.7
F,west,660,420,550,0,1,0,,2.6,0,1,0,N,2.88
F,east,430,530,500,0,0,0,92,3.72,1,7,1,Y,3.52
F,east,570,560,570,0,1,0,82,3.7,0,4,0,Y,3.8
F,west,,,,0,1,1,41,2.5,0,8,0,Y,3.08
M,west,400,330,410,0,1,1,35,2.5,0,8,1,Y,2.57
F,east,520,400,560,0,1,1,62,2.7,0,NA,1,N,3.63
M,Out,440,530,470,0,1,0,,2.5,1,NA,0,N,0
M,west,510,500,480,0,1,0,,3.2,1,2,0,Y,2.49
M,east,540,680,560,1,1,0,80,3.41,0,9,1,N,0
M,west,480,630,520,0,1,0,86,4.3,1,4,1,Y,3.34
F,east,550,500,520,0,0,1,77,3.1,0,6,0,Y,3.23
F,west,440,490,540,0,1,0,,2.6,1,2,0,Y,3.08
F,east,480,530,530,1,1,1,87,3.04,1,6,1,Y,3.84
F,NA,590,550,570,0,1,0,81,3.64,0,5,1,Y,3.84
F,east,540,620,400,0,1,0,,3.08,0,2,0,Y,3.67
M,west,470,500,430,0,1,1,47,2.6,0,6,0,N,3.28
M,west,660,430,510,0,1,1,62,3.1,0,8,0,N,2.3
M,west,520,520,460,0,1,0,,3.3,1,3,0,N,3.44
M,west,480,490,450,0,1,0,,3,1,2,0,Y,2.55
F,east,,,,0,1,0,93,4.3,1,6,1,Y,3.93
M,west,350,470,270,0,1,0,,2.38,0,6,0,Y,1.81
M,Out,660,690,640,1,1,0,69,3,0,NA,1,Y,3.83
F,west,470,490,480,0,1,1,77,3.4,0,8,0,N,3.63
F,east,410,450,490,0,0,1,62,3.1,0,5,1,Y,2.79
F,west,440,380,500,1,1,0,,2.7,0,2,0,Y,2.59
M,east,530,630,590,1,1,0,,3.32,0,2,1,Y,3.8
F,east,540,470,560,0,1,0,71,3.31,0,3,0,Y,3.07
F,west,500,500,440,1,1,0,77,3.37,0,5,0,Y,3.63
F,east,520,470,500,0,1,0,84,3.15,0,6,1,Y,3.47
M,east,620,650,630,0,0,0,65,3.1,0,3,1,Y,3.9
M,west,640,550,630,0,1,0,40,2.7,0,6,0,Y,2.54
M,west,470,500,480,0,1,0,47,3.3,0,4,0,N,3.2
M,east,570,550,550,0,1,0,82,2.61,0,6,1,Y,3.07
M,west,460,460,500,0,1,0,42,2.4,0,6,0,N,1.61
F,west,430,400,440,0,1,0,77,3.21,0,6,0,Y,3.74
F,east,540,540,530,0,1,0,67,3.3,0,5,0,Y,3.45
M,east,740,610,640,0,1,0,60,2.9,0,6,0,Y,2.71
M,east,480,470,430,0,1,0,47,3,0,6,0,Y,3.32
F,west,540,550,550,0,1,1,,2.8,0,2,0,N,0
F,east,490,550,630,0,1,0,65,3.4,0,3,0,N,3.8
M,west,490,500,440,0,1,0,,2.6,1,2,0,Y,3.06
F,west,590,620,590,0,1,0,,3.6,1,2,1,Y,3.28
M,west,480,530,440,0,1,0,55,3,1,3,0,Y,3.09
F,east,590,480,500,0,1,0,,2.8,0,2,0,Y,3.22
F,west,480,480,520,0,1,0,,3.1,0,1,0,N,3.52
F,east,510,410,630,0,1,0,,,0,6,1,Y,3.31
F,east,430,510,470,0,1,0,47,3,0,3,0,Y,2.86
F,west,550,570,540,0,1,0,,2.6,0,2,0,Y,2.04
F,Out,510,560,550,1,1,0,71,3.3,0,NA,1,Y,2.83
M,west,590,500,580,0,1,0,71,3,0,6,0,N,3.77
M,west,430,470,470,0,1,1,30,2.7,0,4,0,Y,2.38
M,west,560,530,540,1,1,1,61,3.15,0,4,0,Y,3.34
M,west,480,620,450,1,1,0,30,3,1,4,0,Y,3.06
F,east,480,500,540,0,0,1,90,3.7,0,7,1,Y,3.77
M,west,520,560,470,0,1,0,56,3.7,1,4,0,Y,3.79
F,east,540,500,560,0,0,0,80,3.4,1,5,0,Y,3.43
M,west,530,560,480,0,1,1,,2.6,0,2,0,N,0
F,east,430,460,440,0,1,0,59,3.33,0,5,0,Y,3.36
F,west,470,480,430,0,1,0,,2.63,0,2,0,Y,2.52
M,east,550,510,580,0,1,0,46,2.7,0,3,0,N,2.69
F,east,440,510,450,0,1,0,33,2.7,0,3,0,Y,3.1
M,west,620,560,650,0,1,1,,2.2,0,1,0,Y,2.21
M,west,410,490,520,0,1,1,95,4,1,8,1,Y,3.6
M,east,510,650,560,0,1,0,86,3.35,1,9,1,N,0
M,west,610,560,620,0,1,0,,3.3,0,2,1,Y,2.98
M,west,560,500,560,0,1,0,,2.5,0,2,0,Y,1.98
F,east,620,690,630,0,1,0,,3.2,1,3,1,Y,3.66
F,west,410,530,490,0,1,0,77,3.7,0,4,1,Y,3.92
M,Out,560,590,450,0,1,0,,2.7,1,NA,0,Y,2.88
F,west,370,360,340,0,1,0,20,2.7,0,4,0,Y,2.23
F,east,570,540,570,0,1,1,59,3,0,3,0,Y,3.21
M,east,430,420,400,0,1,0,,2.2,0,9,0,Y,2.44
M,east,680,580,670,0,0,0,95,4.1,0,6,1,Y,4
M,west,530,380,450,0,1,0,40,3.11,0,4,0,Y,2.11
M,NA,550,430,500,0,1,0,,2.6,0,NA,0,N,2.56
F,east,500,510,520,0,0,0,,,0,3,0,Y,3.48
M,west,,,,0,1,0,,3.54,0,2,0,Y,3.2
F,Out,520,560,560,0,1,0,91,3.6,0,NA,1,Y,3.77
F,east,630,500,520,0,1,1,74,3.5,0,NA,1,Y,3.17
M,west,450,500,470,0,1,0,,2.7,0,2,0,Y,2.04
M,west,520,560,520,0,1,0,46,3.01,0,8,0,Y,3.05
F,east,630,560,660,0,1,1,89,3.26,0,NA,1,Y,3.33
M,east,610,640,650,0,0,0,84,3.3,0,NA,1,N,3.76
F,west,500,460,560,0,1,1,54,3,0,8,0,Y,1.96
F,east,520,560,490,0,1,1,90,4,0,NA,1,N,2.94
M,west,470,500,420,0,1,0,28,2.5,0,6,0,Y,3.11
M,west,550,510,530,0,1,1,55,3.7,0,4,0,N,3.6
M,east,660,460,570,0,0,0,,2.41,0,3,0,N,0
F,east,460,460,400,0,1,0,97,4,0,8,1,N,3.29
F,east,510,510,510,0,1,0,38,3.4,1,4,0,N,1.23
M,west,590,500,600,0,1,0,25,2.7,0,2,0,N,3.06
F,west,540,540,590,0,1,0,60,3.28,0,4,0,N,3.3
F,west,570,510,530,0,1,0,48,2.7,0,4,0,N,0
F,east,520,560,580,0,1,0,73,3.5,1,5,0,Y,3.69
M,east,550,650,570,0,1,0,44,2.9,0,4,0,Y,3.07
F,west,460,500,400,0,1,0,63,2.7,1,7,0,Y,2.96
F,west,540,500,530,1,1,0,,3.3,0,3,0,Y,3.61
M,west,600,530,470,0,1,0,58,3.7,1,4,0,Y,2.99
F,Out,490,460,470,0,1,0,,3.1,0,3,0,Y,1.3
M,Out,530,580,500,1,1,0,76,3.4,0,6,1,Y,2.97
F,east,570,550,560,0,0,0,43,3,0,4,0,Y,3.42
M,west,540,630,510,0,1,0,,2.5,0,3,0,N,2.47
M,east,480,580,590,1,1,0,89,3.31,0,6,1,Y,3.36
F,east,440,550,490,0,1,0,83,3.3,1,6,1,Y,2.08
M,Out,570,570,570,0,1,0,54,3.1,0,NA,0,Y,2.83
M,west,530,590,520,0,1,1,,2.5,0,9,0,N,0
M,east,280,300,360,0,1,1,26,2,0,3,0,Y,2.62
F,east,420,470,440,0,1,1,70,2.85,0,NA,1,Y,3.25
M,west,460,550,510,0,1,1,,3.02,0,4,0,N,1.94
F,Out,450,440,450,0,1,1,,2.7,0,NA,0,Y,3.02
M,west,500,440,410,1,1,1,64,3.3,0,6,0,Y,2.99
F,west,380,390,380,0,1,1,88,3.09,1,9,0,Y,3.36
F,west,470,440,470,0,1,0,,2.5,0,1,0,Y,3.03
F,west,380,470,510,0,1,0,74,3,0,7,0,N,0
F,east,460,450,470,1,1,0,30,3,0,6,0,Y,2.44
F,east,670,570,600,0,1,1,51,2.9,0,6,0,N,3.77
M,east,410,500,440,0,1,1,63,3.3,1,3,1,N,0
F,Out,490,500,500,1,1,1,51,3.3,0,NA,0,Y,2.91
M,west,490,530,510,0,1,0,85,3.7,0,8,0,Y,3.7
F,west,530,450,530,1,1,0,60,3.4,0,4,0,N,3.26
M,west,440,440,430,0,1,0,,2.7,0,1,0,N,3.22
M,east,530,500,490,0,1,0,,2.6,1,2,0,Y,1.92
M,west,590,610,510,0,1,1,88,3.7,0,8,1,Y,1.36
M,west,370,330,430,0,1,1,,2.7,0,8,0,N,0
F,east,520,560,560,1,1,0,90,3.3,0,6,1,Y,3.91
F,Out,440,490,490,1,1,0,16,2.7,0,NA,0,N,3.2
F,east,480,470,480,0,1,0,70,3.5,0,6,0,Y,3.36
M,west,500,400,440,0,1,0,43,2.6,0,8,0,Y,2.28
M,Out,570,510,580,0,1,0,73,3.5,0,NA,1,Y,4
M,east,440,560,510,0,1,0,54,3.2,0,5,0,Y,3.45
M,east,520,570,450,0,1,0,62,3.2,1,3,0,Y,3.74
F,west,530,610,600,1,1,0,75,3.6,0,6,1,Y,3.33
F,west,430,510,480,0,1,1,56,2.8,0,6,0,Y,2.84
M,west,580,380,500,1,1,0,,2.7,0,2,0,Y,2.76
M,east,500,550,460,0,0,0,,2.5,0,2,0,Y,1.63
F,Out,490,420,470,0,1,0,,3,0,3,0,N,2.59
M,Out,500,520,490,1,1,1,,3.1,0,NA,0,Y,3.03
M,east,690,550,560,0,1,0,83,3.6,0,6,1,Y,3.37
M,east,500,520,560,0,1,0,58,3.3,0,6,0,Y,2.51
M,west,530,530,450,0,1,0,,2.62,0,2,0,Y,1.57
F,west,,,,0,0,0,85,3.6,0,2,0,N,0
M,west,470,530,490,0,1,1,60,3.14,1,4,0,Y,2.3
M,east,520,530,500,0,1,1,42,2.9,0,6,0,N,1
F,west,,,,1,1,0,,3,1,4,0,Y,2.7
M,east,,,,1,0,1,32,2.5,0,3,0,Y,2.93
M,west,470,480,470,0,1,0,,2.6,0,2,0,N,0.77
F,Out,460,460,510,1,1,0,61,2.8,0,NA,0,Y,3.09
M,east,500,450,410,0,0,1,59,2.99,1,7,0,Y,2.56
M,west,580,520,540,0,1,0,55,3.1,0,4,0,N,3.24
F,east,550,430,580,0,1,1,45,2.38,0,NA,0,N,0.8
F,west,510,440,520,0,1,0,59,3.12,0,4,0,Y,3.13
M,east,470,520,480,0,1,0,49,3,0,3,0,Y,3.28
M,west,430,400,420,0,1,0,44,2.3,0,4,0,Y,2.3
F,east,430,500,510,0,1,0,74,3.7,0,6,1,Y,3.57
F,west,480,510,550,1,1,0,,3.19,0,4,1,Y,3.6
M,east,420,420,470,0,1,1,37,2.5,0,9,1,Y,2.43
M,west,340,420,370,0,1,0,36,2.7,0,6,0,Y,2.67
F,west,560,510,530,0,1,1,33,2.7,0,3,1,Y,2.32
M,east,530,600,510,1,1,1,,2.85,0,3,0,Y,3.18
M,east,580,700,570,0,1,0,,3,1,6,1,Y,2.7
F,west,530,470,550,0,1,0,31,3,0,4,0,Y,2.93
F,west,460,380,430,0,1,1,75,3.5,0,9,0,N,2.87
M,east,630,640,590,0,1,0,12,2,0,3,0,N,3.33
F,east,580,440,590,0,1,1,39,3.1,0,7,1,N,2.36
F,east,480,540,500,1,1,0,62,3.4,0,6,0,Y,3.1
M,west,580,530,570,0,1,0,31,3,0,4,0,N,3.1
M,west,520,490,490,0,1,0,,2.7,0,2,0,N,3.17
M,east,470,500,470,0,1,0,55,2.9,0,3,0,Y,3.7
M,west,530,600,550,0,1,0,81,3.5,0,8,1,Y,2.95
F,west,710,680,650,0,1,0,,4,1,3,1,Y,3.95
M,west,520,460,450,0,1,1,,2.2,0,2,0,Y,2.6
M,west,390,460,460,1,1,0,,2.85,0,2,0,Y,1.94
F,east,340,290,410,0,1,1,,2.97,0,8,1,Y,2.4
F,east,530,350,500,0,1,1,48,2.9,0,5,0,Y,3.32
F,east,480,510,430,1,0,0,61,3.2,0,3,0,Y,3.9
F,west,590,560,560,0,1,0,83,4,0,6,1,N,0
F,east,460,370,490,0,1,1,44,2.8,0,4,0,Y,2.02
M,west,530,640,600,1,1,1,73,3.4,0,4,1,Y,3.4
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
M,west,460,470,520,1,1,1,61,3,1,8,0,N,0
F,west,490,490,470,0,1,0,,3,0,2,0,Y,2.01
M,west,600,530,590,0,1,0,75,3.7,0,4,1,Y,3.65
F,west,490,500,520,0,1,0,65,3,0,4,0,Y,3.74
M,west,450,490,450,0,1,0,,3,0,2,0,N,0
M,west,490,450,530,0,1,0,,2.7,0,1,0,N,2.93
M,east,580,530,570,0,1,0,,2.8,1,2,0,Y,2.57
F,west,500,420,600,0,1,1,53,3.3,0,9,0,N,0
M,west,580,590,670,1,1,0,,2.72,0,2,0,Y,2.71
M,west,450,590,430,0,1,1,33,2.7,0,6,0,Y,2.84
M,west,620,680,590,0,1,0,,3.1,0,2,1,Y,3.84
F,west,490,450,450,0,1,1,53,3.04,0,4,0,Y,3.08
M,east,600,670,490,0,0,1,,2.94,1,3,0,N,0
M,east,470,470,490,0,0,0,68,2.99,1,7,0,Y,1.06
M,east,560,620,600,1,1,0,,3.8,0,3,1,Y,3.86
M,Out,470,580,510,1,1,1,43,3.4,0,NA,0,Y,2.6
F,west,480,460,590,0,1,0,44,3.3,0,4,0,Y,3.68
F,west,630,610,510,0,1,1,84,3.8,1,8,1,Y,2.98
M,west,400,440,390,0,1,1,,3,0,4,0,Y,2.58
F,NA,410,420,400,1,1,0,21,2,1,3,0,Y,2.32
F,west,480,470,380,0,1,1,22,2.42,0,4,0,Y,3.15
F,east,700,410,610,0,0,0,,4,0,NA,0,Y,3.88
M,west,530,480,540,0,0,1,36,,0,8,0,Y,0
F,west,570,490,580,0,1,0,63,3.4,0,6,0,Y,3.78
M,east,490,530,590,0,1,1,45,2.63,0,3,0,Y,3.58
F,east,650,590,680,0,1,0,,3.8,0,5,1,Y,3.55
M,west,430,460,450,0,1,0,,2.93,0,2,0,Y,2.81
M,east,470,550,440,0,1,1,26,2.3,1,3,0,N,1.99
F,west,430,550,530,0,1,1,59,3,0,6,0,N,0
M,west,540,620,510,1,1,0,,2.7,0,2,0,N,2.96
M,west,440,470,480,0,1,1,53,2.9,0,6,0,Y,2.63
F,east,520,400,430,0,1,0,,3.6,1,3,1,Y,2.62
M,east,510,560,460,1,1,0,77,3.5,1,NA,1,Y,2.99
F,west,360,400,350,0,1,0,77,3.31,1,9,1,Y,2.71
F,east,440,540,540,0,1,0,,3.2,1,2,0,N,3.51
F,east,610,460,530,0,0,0,78,2.87,0,9,0,Y,3
M,east,440,470,510,0,1,0,21,2.3,0,4,0,Y,2.73
F,west,580,570,620,0,0,1,42,2.8,0,4,0,N,0
F,west,340,440,360,0,1,1,36,2.3,1,6,0,Y,1.97
M,east,660,520,610,0,1,0,,4,0,3,1,Y,3.73
M,west,410,570,420,0,1,0,,2.9,0,2,1,N,2.01
F,west,490,440,440,0,1,1,56,3,0,6,0,Y,2.1
F,east,490,560,520,0,0,1,67,2.85,0,NA,1,N,3.66
F,east,570,510,520,0,0,1,,4,0,3,1,Y,3.8
F,east,430,460,520,0,1,1,50,3.15,0,5,0,N,3.39
M,west,600,570,510,1,1,1,61,3.2,1,8,1,Y,1.17
F,west,480,430,430,0,1,1,63,3,0,4,0,Y,3.12
F,east,500,490,470,0,1,0,,3.24,0,2,0,Y,3.28
M,west,560,620,610,0,1,0,65,3,0,4,0,N,3.49
M,west,600,560,650,0,1,0,,2.59,0,2,0,Y,1.56
F,east,570,500,490,0,1,0,44,2.5,0,3,0,Y,3.47
F,east,330,400,270,0,1,1,76,3.4,1,6,1,N,0
F,east,460,430,420,0,1,0,,3.3,0,3,0,Y,1.84
F,west,630,660,600,1,1,0,96,4.2,0,6,1,Y,3.68
F,west,450,370,460,0,1,0,45,2.93,0,9,0,N,2.89
M,west,710,570,560,0,1,0,,3.7,1,2,1,Y,3.14
F,west,400,450,490,1,1,0,60,3.27,0,4,1,N,2.47
M,east,570,650,660,0,1,1,82,3.4,1,6,1,Y,3.84
F,west,570,500,490,0,1,0,84,3.33,0,9,1,Y,3.64
F,east,,,,0,1,0,61,3,0,6,0,N,0
M,east,440,590,500,1,1,0,,3.43,0,8,0,Y,2.83
F,east,550,480,560,0,1,1,77,3.1,0,6,0,Y,3.42
M,east,470,540,530,0,1,1,47,3.11,1,5,0,Y,2.94
M,west,440,550,520,0,1,1,72,3.3,1,8,0,Y,3
