Gender,East/West/Out,VSAT,MSAT,WSAT,Athletics,Housing,FGEN,HSRank,HSGPA,Stem,ERG,GotSchol,Retained,1st_yr_GPA
F,east,620,620,620,0,1,1,68,3.3,0,2,0,Y,3.66
M,west,480,550,470,0,1,0,51,3.3,0,4,0,Y,2.11
F,east,470,450,500,0,1,0,78,3.3,0,7,0,Y,3.36
F,west,520,490,490,0,1,0,78,3.3,0,6,1,N,2.7
F,NA,500,530,480,0,1,0,46,3,1,6,0,Y,2.63
F,west,510,290,450,0,1,1,,2.3,0,2,0,N,0
F,west,450,460,460,0,1,0,,2.6,0,2,0,Y,0
F,Out,580,490,650,0,1,0,91,3.3,0,NA,1,Y,3.53
F,west,490,440,470,0,1,0,77,3.6,0,8,0,Y,2.92
M,Out,470,440,400,0,1,0,39,3,0,NA,0,Y,2.68
F,east,500,480,560,0,1,0,42,3,0,4,0,Y,3.15
F,west,580,600,690,0,1,1,95,4,0,7,1,Y,3.84
F,west,490,490,500,1,1,0,49,3.31,0,8,1,Y,2.49
F,east,450,480,540,0,1,1,82,3.3,0,6,1,N,3.23
F,west,420,410,450,0,1,1,,3.53,0,9,1,N,3.37
F,east,470,490,530,0,1,0,35,2.7,1,3,0,Y,2.14
F,west,530,540,560,0,1,0,88,3.6,0,8,0,Y,3.68
M,east,500,440,440,0,1,0,,2.74,0,6,0,Y,3.51
F,west,490,580,550,0,1,1,,3.13,0,4,1,Y,3.37
M,Out,570,480,470,0,1,1,62,3.3,0,NA,1,N,0
M,east,610,550,490,0,1,0,,2.54,0,6,0,Y,2.53
F,west,500,600,560,0,1,0,,3.4,0,2,1,Y,3.45
F,west,500,420,510,0,1,1,21,2.47,0,9,0,Y,2.58
M,west,510,590,460,0,1,0,68,3.5,0,8,0,Y,3.4
F,east,490,460,510,0,0,0,82,3.5,0,9,0,Y,3.57
M,east,500,590,440,0,1,0,,2.6,0,2,0,N,0.91
M,east,690,630,590,0,1,0,,2.8,0,2,0,N,2.88
M,west,550,630,520,0,1,1,,2.46,0,3,0,Y,3.56
M,west,460,530,470,0,1,0,35,2.5,0,2,0,N,0
F,west,,,,0,1,0,66,3.24,0,5,0,Y,3.94
F,west,590,640,620,1,1,1,78,3.5,0,6,1,Y,3.47
F,east,420,470,450,0,1,1,24,2.4,0,2,0,Y,3.07
M,west,440,390,460,0,1,1,,3.74,1,6,0,N,2.28
M,east,550,510,550,0,1,0,35,2.94,0,4,0,Y,2.61
F,west,480,430,420,0,1,0,,2.9,0,1,1,Y,3.06
F,east,400,400,420,0,1,1,72,3.27,0,6,1,Y,2.78
F,west,510,490,540,0,1,0,,3.5,0,2,1,Y,3.58
F,NA,470,550,500,0,1,1,64,3.4,0,6,0,Y,3.07
M,east,520,510,430,0,0,0,36,3,1,9,0,N,0.66
F,west,450,560,500,0,1,0,,2.48,0,2,0,N,1.99
M,west,530,530,540,0,1,0,,2.5,0,1,0,Y,1.95
M,east,540,600,590,0,1,1,63,3.37,0,2,0,Y,3.94
F,east,510,500,520,0,1,1,41,3.01,0,5,0,Y,2.2
F,west,410,410,490,0,1,1,,2.3,1,8,1,Y,1.74
F,east,600,540,540,0,1,0,75,3.7,0,3,1,Y,3.42
F,east,400,550,450,0,1,1,86,3.28,0,6,1,Y,3.72
F,east,630,630,650,0,1,0,85,3.66,1,2,1,Y,3.96
M,west,480,590,570,0,1,0,,2.5,0,2,0,Y,2.32
F,west,,,,0,1,0,,3,0,2,0,N,3.51
M,east,420,460,420,0,1,1,50,2.72,0,7,0,Y,2.81
F,east,550,490,530,0,1,0,64,3.3,1,3,0,Y,3.45
M,west,470,520,440,0,1,0,28,2.7,0,4,0,Y,2.37
F,west,,,,0,1,0,,3.2,0,2,0,Y,3.61
F,Out,400,430,430,1,1,0,40,2.8,0,NA,0,Y,2.97
M,west,560,580,500,0,1,0,,3,1,2,0,Y,3.39
F,east,480,470,550,0,1,0,61,2.53,0,6,0,Y,2.76
M,east,590,500,530,0,1,1,42,2.6,0,7,0,Y,3.12
M,east,570,560,460,0,1,1,41,3,1,4,0,N,1.85
F,west,550,520,580,0,1,0,,3.3,0,3,0,Y,3.48
M,west,510,620,520,0,1,0,89,3.7,0,6,1,Y,3.74
M,west,520,630,550,0,1,1,93,3.3,0,8,1,Y,3.81
M,west,450,510,460,0,1,1,18,2.6,0,6,0,Y,2.67
F,west,600,490,490,0,1,0,82,4,1,4,0,Y,3.85
M,west,480,540,480,1,1,0,,2.9,0,1,0,N,3.19
M,west,610,540,620,0,1,1,63,3.3,0,8,1,Y,3.44
M,east,460,500,460,0,1,0,64,2.74,1,9,0,Y,2.85
F,east,560,460,520,0,1,0,64,3.42,0,4,0,Y,3.13
F,east,540,500,650,0,0,1,88,3.7,0,7,0,Y,3.72
F,west,510,490,570,0,1,1,79,3.5,0,8,1,Y,3.5
F,west,500,450,530,0,1,1,47,2.7,0,8,1,N,3.57
M,west,570,530,540,0,1,1,75,3.36,0,4,1,Y,3.15
F,east,480,460,460,0,0,0,,2.6,0,3,1,N,3.6
F,Out,450,420,450,0,1,0,,2.6,0,NA,1,Y,3.07
M,west,,,,0,1,1,,2.99,0,2,0,Y,2.8
F,east,580,450,620,0,1,1,36,2.9,0,3,0,Y,2.2
F,west,430,480,490,0,1,0,,2.9,0,8,0,N,2.98
F,west,550,500,610,0,1,0,30,2.87,0,4,0,Y,3.01
F,west,440,450,430,1,1,0,51,2.9,0,4,0,Y,2.92
F,west,500,610,480,0,1,0,,3.6,0,2,1,N,0
F,west,580,380,620,0,1,0,,2.7,0,8,0,Y,3.05
F,west,540,480,550,0,1,0,76,3,0,6,0,Y,3.36
M,east,530,610,560,0,0,0,85,3.9,0,4,1,N,0
F,east,540,480,490,0,1,0,,3.1,0,2,0,Y,3.6
F,east,720,620,700,0,1,0,94,3.9,0,3,1,Y,3.72
M,west,580,520,510,0,1,0,20,2,0,4,0,Y,1.99
F,west,470,480,530,0,1,0,91,3.3,0,9,1,Y,3.41
M,west,430,500,420,0,1,1,48,3,0,9,0,N,3.3
M,west,540,510,650,0,1,1,75,3.7,0,3,0,Y,3.93
M,west,620,520,630,0,1,0,,2.2,0,2,0,Y,2.7
F,west,490,480,470,0,1,0,,3.7,0,2,0,Y,3.52
F,Out,500,490,510,1,1,0,,3.7,0,NA,0,Y,2.4
F,east,540,490,560,0,0,1,87,3.7,1,5,0,Y,3.57
M,Out,480,520,470,0,1,0,33,3,1,NA,0,Y,3.1
M,west,480,460,490,0,1,0,,2.5,0,1,0,Y,2.62
F,west,520,610,550,0,1,1,90,4,0,8,1,Y,3.72
F,west,480,470,500,0,1,1,78,3.62,0,4,0,Y,3.72
M,west,560,540,480,0,1,1,21,2.6,0,6,0,Y,2.33
M,west,510,550,520,0,1,0,84,3.7,0,4,0,N,0
M,west,510,550,580,0,1,1,34,2.7,0,2,1,Y,2.53
M,west,470,490,570,0,1,1,53,3.2,0,4,0,Y,3.84
M,west,580,510,490,0,1,0,,3.1,0,9,1,Y,2.22
F,east,550,450,540,0,1,0,64,3.3,0,4,0,Y,3.68
M,east,500,580,600,0,1,0,47,3.07,0,7,0,N,1.26
M,west,480,510,500,0,1,0,57,3.1,0,6,0,Y,3.04
M,east,480,510,460,0,1,1,66,2.78,0,9,0,Y,2.25
M,west,740,590,670,0,1,0,,3.7,0,9,1,Y,3.97
F,west,570,430,530,0,1,1,75,3.5,0,8,0,Y,2.55
F,west,430,470,480,0,1,0,,3.3,0,1,0,Y,3.2
F,Out,,,,0,1,0,,3,0,NA,0,N,0
F,east,470,410,410,0,1,0,72,3,1,8,0,N,0
F,east,490,470,510,1,1,1,67,3.7,0,6,1,N,3
M,east,590,630,590,0,1,0,,2.8,0,2,0,N,3.13
F,west,450,610,530,0,1,0,,3.7,1,2,1,Y,3.28
F,west,,,,0,1,1,,3.7,1,2,0,N,0
M,west,470,430,470,0,1,0,,2.7,0,2,0,Y,1.7
M,east,470,540,500,0,1,0,84,2.98,0,6,1,Y,2.89
F,west,560,490,480,0,1,0,,3.3,0,4,1,Y,2.35
M,west,490,560,570,1,1,1,,2.9,0,1,1,Y,3.14
M,east,550,660,560,0,1,0,93,3.89,1,3,1,Y,3.94
F,east,460,500,490,0,0,0,50,3.2,0,3,0,Y,3.27
M,west,470,540,470,0,1,1,36,3.11,0,3,0,Y,2.71
M,east,550,600,530,1,1,0,80,3.55,0,6,1,Y,3.45
M,east,580,550,510,0,1,1,72,3.3,0,3,0,N,3.64
M,west,460,690,550,1,1,1,,3.3,1,2,0,Y,3.35
M,east,600,530,570,0,1,0,,3.36,1,3,1,Y,2.52
F,east,660,520,610,0,1,0,81,3.67,0,4,1,Y,3.91
F,east,570,530,540,0,1,0,99,3.65,0,7,1,Y,3.55
F,west,450,450,460,0,1,1,56,3,1,4,0,Y,3.5
F,west,610,580,650,0,1,0,96,3.8,0,6,1,Y,3.83
M,west,540,650,550,0,1,0,65,3.57,0,2,1,Y,3.8
M,west,450,500,490,0,1,0,54,3.12,0,6,0,Y,2.2
F,west,510,510,530,1,1,0,45,3.3,0,3,0,N,2.86
M,west,570,560,640,1,1,0,15,2.5,0,2,0,Y,2.44
M,west,560,580,490,0,1,1,,3.13,0,2,0,Y,2.94
M,west,570,570,550,0,1,0,,2.25,0,1,1,Y,2.45
M,west,420,490,360,0,1,0,33,2.87,0,4,0,Y,2.41
M,west,480,520,650,1,1,0,,3.08,0,2,0,Y,3.22
F,east,500,370,510,0,1,0,54,3.1,0,3,0,Y,3.73
F,west,560,630,540,0,1,0,81,3.75,1,7,0,Y,3.29
F,east,410,560,540,0,1,0,71,3.7,1,4,1,Y,3.62
F,west,500,430,480,0,1,1,,3,0,4,0,N,0
M,west,480,540,460,0,1,0,,2.9,0,2,0,N,3.43
F,west,490,440,510,0,1,0,,3,0,5,0,N,2.68
F,Out,370,420,410,0,1,1,79,3,0,NA,0,Y,2.46
M,east,530,560,540,0,1,0,71,3,0,6,0,Y,3.02
M,east,530,540,470,0,1,0,24,2.6,0,7,0,Y,2.92
M,east,530,490,550,0,0,0,59,3.5,1,3,0,Y,2.69
F,west,550,540,620,0,1,1,82,3.22,0,3,1,Y,3.27
F,east,570,540,600,0,1,0,,2.77,1,3,0,Y,3.41
F,west,510,450,520,0,1,1,,3.3,0,7,0,N,3.57
F,east,580,510,620,0,1,0,79,3.4,0,6,1,Y,3.14
M,east,430,430,500,0,1,0,85,3.3,1,9,0,Y,3.07
M,Out,460,540,420,0,1,0,37,2.4,1,NA,0,N,0
M,east,490,470,610,1,1,0,51,3,0,3,0,Y,2.73
F,west,480,540,600,1,1,0,,2.9,0,2,0,N,0
M,east,640,480,630,1,1,0,,2.82,0,6,0,Y,3.29
M,east,630,550,520,0,1,1,,2.5,0,2,1,Y,2.72
F,east,510,560,580,0,1,1,,3.35,0,6,1,Y,3.12
M,east,,,,0,1,0,84,4,1,6,0,Y,3.28
F,west,440,440,470,0,1,1,,3.6,0,2,1,Y,3.16
M,east,560,560,510,0,1,0,79,3.7,0,6,1,Y,3.02
M,west,510,390,490,0,1,0,41,2.86,0,6,0,Y,3.31
F,east,490,530,500,0,1,1,88,3.46,0,6,1,Y,3.76
F,west,430,460,500,0,1,1,,2.8,0,8,0,Y,2.83
F,west,460,480,540,0,1,0,,2.78,1,9,0,N,0.92
F,west,310,360,360,1,1,1,69,2.97,0,8,0,Y,3.1
M,east,410,600,470,0,1,0,72,3.7,0,6,1,Y,3.02
M,east,510,580,500,0,1,0,,3.1,0,2,0,N,3.57
F,west,530,410,550,0,1,0,46,3.2,0,6,0,Y,3.03
F,west,420,440,460,0,1,0,,3.09,1,6,1,Y,1.73
F,west,520,540,610,1,1,1,64,2.95,1,3,0,Y,2.78
F,west,430,460,460,0,1,0,59,3,1,4,0,Y,3.19
F,west,570,500,580,0,1,0,,3.54,0,3,1,Y,3.9
F,east,580,510,530,0,0,0,61,3,0,5,0,Y,2.84
M,east,,,,0,1,0,52,3.05,0,3,0,Y,2.62
M,west,610,520,630,0,1,0,43,3.4,1,6,0,N,3.68
F,Out,440,510,440,0,1,1,75,3.1,0,NA,0,Y,2.72
M,west,560,620,580,1,1,0,66,3.3,0,4,0,Y,3.36
F,east,540,590,620,0,1,1,71,3.23,0,6,1,Y,3.23
F,west,470,430,460,0,1,1,,3,0,2,1,Y,2.75
F,west,520,450,550,0,1,0,,2.2,0,4,0,Y,1.35
M,east,520,630,550,0,1,0,,2.7,0,2,0,N,0.84
M,west,520,480,510,1,1,1,,3.52,0,2,1,Y,3.75
M,west,460,500,470,0,1,0,,3.1,0,1,1,Y,2.76
F,west,400,480,480,0,1,1,29,2.14,1,9,1,N,1
F,east,470,440,510,0,1,0,55,3,1,3,0,Y,2.81
F,west,,,,0,1,1,,3.2,0,2,0,Y,3.63
F,east,390,400,460,0,1,1,68,3.03,0,6,0,N,1.66
M,west,450,490,490,0,1,0,,2.5,0,2,0,N,2.97
M,west,480,570,460,0,1,0,30,3,0,4,0,N,0
F,west,520,500,560,0,1,0,,3,0,3,0,Y,3.55
F,Out,550,470,500,0,1,0,,3.7,0,NA,1,Y,3.18
M,Out,460,510,530,1,1,1,,2.7,0,NA,0,Y,2.25
M,east,700,800,590,0,1,0,,2.9,1,2,1,N,0
F,west,600,580,520,0,1,0,,3.3,1,4,1,Y,2.96
F,west,560,420,560,0,1,1,44,3.3,0,6,0,Y,3.46
M,west,400,580,480,0,1,0,81,3.7,1,8,0,Y,3.95
F,west,420,550,450,0,1,0,,3,0,9,0,Y,2.68
F,west,560,480,560,0,1,0,91,4,0,8,1,N,3.18
F,west,440,410,400,0,1,1,,3.1,1,2,1,Y,3.28
F,Out,450,520,490,1,1,0,56,3.2,1,NA,0,Y,3.54
M,west,520,450,530,0,1,0,,2.7,0,2,0,Y,3.06
F,east,490,520,520,0,1,0,,2.8,0,2,0,Y,3.77
F,west,450,510,610,1,1,0,72,3.7,0,6,1,Y,3.42
M,west,400,430,400,0,1,1,84,3.01,0,9,1,N,1.25
F,east,530,430,590,0,1,0,56,3,0,6,0,N,3.11
M,west,690,510,620,0,1,0,94,3.42,1,4,1,Y,3.76
F,west,410,390,470,0,1,0,,2.9,0,2,0,Y,2.93
M,west,580,640,610,0,1,0,,2.8,0,1,1,N,3.93
F,west,530,510,580,0,1,0,75,3.2,0,4,0,Y,3.12
F,west,750,600,730,0,1,1,95,4,0,8,1,Y,3.53
F,east,580,550,540,0,1,0,89,3.49,0,7,1,Y,3.21
M,west,,,,0,1,0,,2.7,0,4,0,Y,2.41
F,east,560,560,710,0,0,1,81,3.6,0,3,1,Y,3.62
M,east,430,470,470,0,1,1,,2.83,0,8,0,Y,3.13
M,west,330,460,360,0,1,1,29,2.1,1,6,1,Y,2.12
M,east,400,670,380,0,0,0,,2.5,1,3,0,N,0
F,east,450,400,520,0,1,1,66,2.89,0,6,1,Y,2.41
F,west,510,600,550,0,1,1,78,3,0,8,1,Y,3.24
F,west,480,520,540,0,1,1,51,3.03,0,3,0,Y,2
F,west,490,520,520,0,1,1,,3,1,2,0,Y,2.59
F,west,590,670,720,0,1,0,98,4,1,4,1,Y,4
M,east,550,530,530,0,1,1,90,4,1,8,1,N,2.39
F,west,430,340,400,0,1,1,20,2.7,0,8,0,Y,2.55
F,east,500,480,520,0,0,0,73,3.4,0,3,0,Y,3.68
F,west,510,510,490,0,1,1,,2.3,0,9,1,N,2.89
F,east,500,550,470,0,0,1,100,3.22,0,3,0,N,1.35
F,east,570,580,600,0,0,1,75,3.7,0,4,0,N,3.38
F,west,490,530,520,0,1,0,61,3.4,0,4,0,Y,3.27
F,west,510,490,550,0,1,0,,3.1,0,3,0,Y,3.18
F,west,510,490,490,0,1,1,52,3.1,0,6,0,Y,3.08
M,east,540,630,600,0,1,1,,2.7,1,2,0,N,0.48
F,east,590,620,590,0,1,0,41,3.01,0,4,0,Y,3.02
M,east,500,520,460,0,1,0,,2.9,0,2,0,Y,3.07
F,west,380,440,380,0,1,1,39,2.78,0,9,1,Y,2.62
F,west,540,440,550,0,1,0,,2.7,0,1,0,Y,3.01
M,west,580,420,560,0,1,1,,2.7,0,2,0,Y,3.13
F,NA,390,510,500,0,1,0,78,3.37,0,6,1,Y,3.44
M,east,490,460,560,0,1,0,64,3,0,7,1,N,3.35
F,east,510,470,470,0,1,1,53,2.8,0,4,0,Y,3.88
F,west,740,540,630,0,1,1,,3,0,8,1,Y,3.26
F,east,540,360,460,0,0,1,74,3.76,0,9,1,Y,2.9
M,east,600,540,540,0,1,0,41,2.48,0,5,0,Y,2.88
M,east,560,580,590,0,0,1,57,3.13,1,8,0,Y,2.93
M,east,560,550,570,0,1,1,71,3.1,0,6,0,Y,1.82
F,east,510,500,520,0,1,0,70,2.93,0,6,0,Y,0
M,west,570,600,660,0,1,1,48,3.1,0,6,0,Y,2.21
F,west,540,560,600,0,1,1,,2.95,1,2,0,N,3.87
F,west,500,490,440,0,1,1,74,3.2,1,8,0,Y,3.12
F,west,510,560,660,0,1,0,50,3.2,1,3,0,Y,2.94
F,west,550,410,550,0,1,1,39,2.3,0,3,0,Y,2.46
F,east,430,510,490,0,1,1,,2.6,0,6,0,N,0
F,east,610,490,600,0,0,0,65,3.8,0,3,1,Y,2.77
M,west,610,520,560,0,1,1,,2.5,0,2,0,N,0
F,east,490,470,490,0,0,1,,2.74,0,3,1,Y,3.42
F,Out,570,490,580,1,1,1,19,3,0,NA,0,Y,2.8
M,east,450,510,400,0,1,0,36,2.7,0,3,1,Y,2.32
F,east,510,540,570,0,1,1,89,3.31,1,NA,0,Y,3.54
M,east,,,,0,1,1,,2.7,0,3,0,Y,1.85
M,east,500,550,530,0,1,0,49,3.13,1,4,0,Y,3.54
F,east,480,440,480,0,1,0,,3.4,0,2,1,Y,3.29
M,east,360,370,400,0,1,1,42,2.9,0,6,1,Y,3.06
M,west,500,490,550,0,1,0,,2.2,1,2,0,Y,2.9
M,west,550,530,510,0,1,0,37,2.6,0,8,0,Y,2.03
M,east,520,520,470,0,1,1,46,3.2,0,3,0,Y,3.7
F,west,410,360,370,0,1,1,50,2.21,1,9,0,N,0
M,east,510,520,500,0,1,0,24,2.7,0,4,0,Y,3.09
F,west,610,390,550,0,1,0,,3.7,0,2,1,Y,3.51
F,west,490,530,570,0,1,1,69,3,0,6,0,Y,3.47
M,west,420,450,430,0,1,0,76,3.3,0,8,0,Y,2.29
F,west,580,620,620,0,1,1,90,4,1,4,1,Y,3.59
M,Out,440,500,420,0,1,0,,2.7,0,NA,0,Y,2.2
M,west,540,610,530,1,1,0,,3,0,9,0,Y,2.98
F,west,530,570,530,0,1,1,86,3.3,0,6,1,N,3.57
M,Out,390,440,430,0,1,0,35,3,0,NA,0,Y,3.3
F,west,540,540,610,0,1,0,87,4,0,8,1,Y,3.54
F,west,470,410,530,0,1,0,,3.4,0,1,0,N,2.3
M,east,420,540,480,0,1,0,44,2.99,1,3,0,Y,3.55
F,east,520,480,500,0,0,1,,2.5,0,3,0,Y,3.28
F,Out,510,650,550,1,1,0,93,3.8,1,NA,1,Y,3.78
F,east,600,620,640,0,1,0,86,3.7,0,3,1,Y,3.38
M,east,630,630,610,0,1,1,53,2.8,0,4,1,N,0.66
F,west,570,450,610,0,1,0,,2.6,0,1,0,Y,2.91
F,west,520,510,520,0,1,1,79,3.1,0,6,1,Y,2.85
F,east,540,460,460,0,1,0,73,3.3,0,8,1,Y,3.36
F,east,590,450,560,0,0,1,67,2.9,0,9,1,Y,2.67
F,Out,,,,1,1,0,84,3.3,1,NA,1,Y,3.9
F,east,520,520,580,0,1,0,,2.78,1,5,0,Y,3.08
F,west,480,540,560,0,1,0,49,3.2,0,3,0,Y,3.43
F,west,530,470,640,0,1,0,,3.2,0,2,0,Y,3.86
M,west,530,620,580,0,1,0,86,3.5,0,6,1,Y,3.39
F,west,530,520,490,0,1,0,57,3.7,0,4,0,Y,3.33
M,west,440,430,470,1,1,1,72,3.23,0,8,0,Y,2.68
F,east,540,560,530,0,1,1,89,3.8,1,8,1,Y,3.94
M,west,490,550,480,1,1,1,89,3.5,0,8,0,Y,3.64
M,east,550,510,600,0,1,1,61,3.14,0,8,0,Y,3.29
F,west,390,520,440,0,1,0,,3.3,0,2,0,Y,3.56
F,west,530,490,550,0,1,1,78,3.51,0,9,1,N,0
F,west,550,440,550,0,1,0,62,3.3,0,8,0,Y,2.99
M,west,690,660,570,0,1,0,75,3.6,0,6,1,Y,3.49
F,west,430,490,400,0,1,0,45,2.7,0,7,0,Y,2.55
F,east,410,440,420,0,1,1,62,3.13,1,6,1,Y,2.72
F,east,620,490,680,0,1,0,28,2.7,0,4,0,Y,3.21
F,east,500,480,550,0,1,1,63,3,0,7,0,Y,2.97
F,west,590,480,590,0,1,0,,2.82,0,2,0,Y,3.74
M,east,510,510,470,0,1,1,,2.73,0,2,0,Y,2.9
F,west,470,470,490,0,1,0,82,3.7,0,4,0,N,0
M,east,640,650,620,0,1,1,92,3.37,1,7,1,Y,3.82
M,east,430,520,500,0,0,1,,2.8,0,3,0,Y,3.28
F,east,440,500,460,0,1,1,80,3.6,1,6,1,Y,3.39
F,Out,510,560,490,1,1,0,79,3.9,0,NA,1,Y,3.52
M,west,520,530,520,0,1,1,92,3.4,0,9,1,Y,3.15
M,west,430,520,410,0,1,0,52,2.8,0,8,1,N,2.17
M,east,610,540,460,0,1,1,55,2.8,0,6,1,N,0
M,west,400,360,400,0,1,0,,2.7,0,8,0,Y,2.9
F,Out,,,,0,1,0,,3.3,0,NA,1,N,2.65
F,east,460,500,500,0,1,1,56,3.3,0,6,0,N,2.5
M,west,,,,0,1,1,72,3.1,1,8,0,Y,2.91
M,east,490,530,390,0,1,0,,2.4,0,2,0,N,0.87
F,west,440,440,450,0,1,1,44,2.45,1,3,1,Y,1.84
F,Out,620,530,600,0,1,1,,2.9,0,NA,1,Y,3.15
F,east,430,330,460,0,0,1,65,2.76,0,6,0,Y,2.89
M,west,480,470,440,0,1,0,,2.4,0,2,0,Y,2.19
M,west,580,570,640,0,1,0,,3.2,1,2,0,Y,3.37
F,west,520,540,510,0,1,0,60,3.7,0,4,0,Y,3.67
M,east,530,490,520,0,1,1,60,2.9,0,6,0,Y,2.56
F,east,620,510,530,0,0,0,45,3,1,3,0,N,0
M,west,,,,1,1,0,86,3.6,0,3,1,Y,3.7
M,west,500,450,400,0,1,0,,2.7,0,2,0,Y,2.12
M,east,550,600,510,0,1,0,,3.2,0,2,0,N,3.66
F,west,450,460,460,0,1,1,,3.37,1,6,0,Y,3.58
M,Out,,,,0,0,1,,2.35,0,8,0,N,0.9
M,east,400,450,380,1,1,0,58,3.1,0,6,1,Y,2.45
F,west,540,450,510,0,1,1,,3.7,0,8,0,Y,3.36
M,west,400,550,400,0,1,0,48,3,0,6,0,Y,2.67
M,west,470,490,450,0,1,1,83,2.9,0,6,1,Y,3.38
M,west,520,550,510,0,0,1,,2.79,0,8,0,Y,2.47
F,east,450,470,460,0,0,1,71,2.78,0,7,0,Y,2.55
M,east,460,650,530,0,1,0,56,2.75,1,6,1,Y,2.24
M,west,530,520,510,0,1,1,33,2.6,1,4,0,N,0
F,east,490,490,550,0,1,0,47,2.67,1,3,0,Y,3.04
F,west,420,320,410,0,1,0,40,2.7,1,6,0,N,0
F,west,440,400,400,0,1,1,85,3,1,9,1,N,2.23
F,east,,,,0,0,0,,3.66,0,5,0,Y,3.67
F,Out,520,490,530,1,1,0,75,4,0,NA,0,Y,3.16
M,east,600,470,690,0,0,1,82,3.7,0,9,0,N,3.47
F,west,350,430,410,0,1,1,53,2.98,0,7,0,Y,3.83
M,east,470,480,480,0,0,1,73,2.93,0,NA,1,N,3
F,east,390,410,470,0,0,1,74,3,0,9,0,Y,2.33
M,east,430,430,450,0,1,0,,3,0,3,0,Y,2.84
F,east,520,630,620,0,0,0,78,3.9,1,3,0,N,0
F,west,430,520,450,0,1,1,69,3.3,1,4,0,Y,3.33
F,west,460,440,500,0,1,1,,2.9,0,2,0,Y,2.71
M,west,490,490,490,0,1,1,50,2.6,0,8,0,Y,2.61
M,east,530,480,580,0,1,0,,2.72,0,3,0,Y,2.95
F,east,640,540,660,0,1,1,98,3.8,0,7,1,Y,3.96
F,east,450,520,480,0,1,1,,3.72,0,8,1,Y,3.45
F,west,660,510,520,0,1,0,58,2.99,0,4,0,N,3.65
F,west,540,490,570,0,1,0,75,3.4,0,4,0,Y,3.88
M,east,430,550,550,0,0,1,67,3.06,1,9,1,Y,1.74
M,east,510,440,560,0,0,1,34,2.91,1,4,0,Y,2.18
F,west,600,640,640,0,1,0,71,3.6,0,3,1,Y,3.44
F,west,540,460,540,0,1,1,68,3,0,4,1,Y,3.2
F,east,360,370,390,0,1,1,74,3.3,0,9,1,Y,2.87
F,Out,640,490,510,0,1,0,,2.4,0,NA,0,N,2.41
M,west,370,400,530,0,1,1,73,3.1,0,8,1,Y,2.77
F,west,460,540,540,1,1,1,65,3.4,0,6,0,Y,3.19
F,west,490,470,510,0,1,0,70,3.7,0,4,0,Y,3.26
M,west,470,640,520,0,1,0,63,3.6,0,4,0,N,2.75
M,west,460,470,480,0,1,0,42,2.32,0,3,0,Y,3.07
F,west,590,510,580,0,1,1,,3.77,0,3,1,Y,3.6
M,west,590,500,540,0,1,1,42,3,0,6,0,Y,2.16
F,west,400,410,430,0,1,0,,2.56,1,6,1,Y,1.53
F,west,520,600,620,0,1,0,,3.7,1,2,0,Y,3.31
M,west,410,490,400,0,1,0,,2.9,1,3,0,Y,1.95
M,west,460,530,450,0,1,1,,2.7,0,2,0,N,3.13
M,east,500,500,520,0,0,1,79,3.29,0,9,1,Y,2.84
F,west,490,470,490,0,1,1,,2.7,0,4,0,Y,2.94
M,west,470,570,500,0,1,1,,3,0,2,0,Y,2.94
F,west,520,620,530,0,1,0,35,2.6,0,4,0,Y,2.85
M,east,450,530,440,0,1,0,42,3,1,4,1,Y,3.35
F,east,,,,0,1,0,45,3.34,0,4,0,Y,3.71
F,east,540,440,550,0,1,1,43,2.6,0,5,0,Y,3.06
M,Out,620,670,590,0,1,0,,2.4,1,NA,0,Y,1.03
M,west,490,490,510,0,1,1,39,2.6,1,4,0,Y,2.18
F,NA,510,470,510,0,0,1,98,4.2,0,9,1,N,3.18
F,east,580,470,600,0,1,1,20,2.45,0,3,0,N,3.76
F,west,520,580,620,1,1,0,79,3.5,0,8,0,Y,3.69
F,east,540,440,540,0,1,0,50,2.8,0,8,0,Y,3.25
F,west,560,550,520,0,1,0,,2.7,0,2,1,N,4
F,NA,450,430,480,1,1,0,41,3.5,0,NA,0,Y,2.96
M,east,520,480,630,0,0,1,65,2.9,0,6,0,N,0
F,west,520,510,580,0,1,0,,3.7,0,8,1,Y,3.63
M,west,590,660,620,0,1,0,29,2.1,0,3,0,Y,3.29
M,east,510,530,510,0,0,1,,3.3,0,3,1,Y,2.77
M,west,490,440,480,0,1,1,54,2.9,0,6,1,Y,2.31
M,east,500,560,520,0,1,0,26,2.72,0,4,0,Y,2.52
M,west,490,570,580,1,1,0,55,3.3,0,4,0,Y,3.34
M,east,520,570,480,0,1,0,72,3.2,0,6,0,Y,3.13
F,east,470,520,540,1,1,0,,3.3,1,2,0,N,3.36
M,west,500,510,530,0,1,1,57,3.2,0,8,0,Y,2.6
F,west,360,380,380,0,1,1,,3.11,0,4,1,N,3.1
F,east,530,540,520,0,1,0,71,3.4,0,3,0,Y,3.8
F,west,500,520,520,1,1,1,,2.6,1,4,0,Y,2.62
M,west,430,540,460,0,1,0,,2.3,1,2,0,Y,2.04
F,west,560,550,530,0,1,0,57,3.2,0,6,0,Y,3.03
F,east,620,500,570,0,1,1,62,3.3,0,6,0,Y,3.74
F,east,550,430,480,0,1,0,45,3.3,0,3,0,N,2.78
M,east,500,600,490,0,1,1,41,3.17,0,2,1,Y,2.57
